,Lot,PPN,cote,titre,nom de fichier attendu v2,Nalaka (JP2),handle Nakala jp2,poids (MB),georef,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,poids (MB).1,northlimit,southlimit,westlimit,eastlimit,group,Notes
830,Lot 2,181174499,10-12-19-02,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_02_001.jp2,,11280/e6be0fe4,103.7,,,,,,,,,,,,,
831,Lot 2,181174499,10-12-19-03,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_03_001.jp2,,11280/1f43a952,110.9,,,,,,,,,,,,,
832,Lot 2,181177803,10-12-19-04,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_04_001.jp2,,11280/bee3a46b,106.7,,,,,,,,,,,,,
833,Lot 2,181177803,10-12-19-05,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_05_001.jp2,,11280/fd396be0,109.9,,,,,,,,,,,,,
834,Lot 2,181199351,10-12-19-06,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_06_001.jp2,,11280/f64f522c,100.6,,,,,,,,,,,,,
835,Lot 2,181199351,10-12-19-07,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_07_001.jp2,,11280/719a66e6,113.6,,,,,,,,,,,,,
836,Lot 2,181211742,10-12-19-08,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_08_001.jp2,,11280/5c908412,103.5,,,,,,,,,,,,,
837,Lot 2,181211742,10-12-19-09,Plano Topografico y Geologico de la Republica de Chile,B335222107_10_12_19_09_001.jp2,,11280/5e2de9ac,111.4,,,,,,,,,,,,,
838,Lot 2,181093413,10-12-20-01,Llanquihue [41°-42° S],B335222107_10_12_20_01_001.jp2,,11280/3db978f6,105.3,,,,,,,,,,,,,
839,Lot 2,181093871,10-12-20-02,Llanquihue [46°-47° S],B335222107_10_12_20_02_001.jp2,,11280/3182a56b,116.7,,,,,,,,,,,,,
840,Lot 2,181094487,10-12-20-03,Magallanes [50°-51° S],B335222107_10_12_20_03_001.jp2,,11280/d1fa8284,95.8,,,,,,,,,,,,,
841,Lot 2,181090546,10-12-21-01,Departamento de tierras y colonizacion,B335222107_10_12_21_01_001.jp2,,11280/f22012fb,49.7,,,,,,,,,,,,,
842,Lot 2,181091658,10-12-21-02,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_02_001.jp2,,11280/5266f2c8,53.4,,,,,,,,,,,,,
843,Lot 2,181091658,10-12-21-03,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_03_001.jp2,,11280/fddf7cd7,48.0,,,,,,,,,,,,,
844,Lot 2,181091658,10-12-21-04,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_04_001.jp2,,11280/f1fae0b5,72.7,,,,,,,,,,,,,
845,Lot 2,181091658,10-12-21-05,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_05_001.jp2,,11280/8b3bf448,69.0,,,,,,,,,,,,,
846,Lot 2,181091658,10-12-21-06,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_06_001.jp2,,11280/d7987ed6,74.5,,,,,,,,,,,,,
847,Lot 2,181091658,10-12-21-07,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_07_001.jp2,,11280/69cfcaf3,74.9,,,,,,,,,,,,,
848,Lot 2,181091658,10-12-21-08,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_08_001.jp2,,11280/65a9f2e9,70.1,,,,,,,,,,,,,
849,Lot 2,181091658,10-12-21-09,"Ministerio de Fomento, Chile, Departamento de tierras y colonizacion",B335222107_10_12_21_09_001.jp2,,11280/0b36c58f,60.2,,,,,,,,,,,,,
850,Lot 2,178199249,10-14-01-01,Société des voyages d'étude autour du monde,B335222107_10_14_01_01_001.jp2,,11280/6a073230,27.8,,,,,,,,,,,,,
851,Lot 2,178203556,10-14-01-02,Mappemonde en deux hémisphères,B335222107_10_14_01_02_001.jp2,,11280/37df26b3,26.6,,,,,,,,,,,,,
852,Lot 2,178654671,10-14-01-03,Planisphère physique. Atlas Grosselin-Delamarche,B335222107_10_14_01_03_001.jp2,,11280/77c8e45c,37.7,,,,,,,,,,,,,
853,Lot 2,148254691,10-14-01-04,Planisphère montrant la répartition du globe terrestre entre les 24 fuseaux horaires,B335222107_10_14_01_04_001.jp2,,11280/34b9ea06,47.9,,,,,,,,,,,,,
854,Lot 2,12712893X,10-14-01-05,Planisphère des fuseaux horaires,B335222107_10_14_01_05_001.jp2,,11280/af44ad80,88.9,,,,,,,,,,,,,
855,Lot 2,180915622,10-14-01-06,Planisphère,B335222107_10_14_01_06_001.jp2,,11280/ce19caea,112.3,,,,,,,,,,,,,
856,Lot 2,178726265,10-14-01-07,Les cinq parties du monde,B335222107_10_14_01_07_001.jp2,,11280/3126523d,366.0,,,,,,,,,,,,,
857,Lot 2,182682315,10-14-02-01,Les câbles anglais,B335222107_10_14_02_01_001.jp2,,11280/36c0aab1,30.0,,,,,,,,,,,,,
858,Lot 2,182686884,10-14-02-02,Carte des communications télégraphiques,B335222107_10_14_02_02_001.jp2,,11280/c527ef7c,32.6,,,,,,,,,,,,,
859,Lot 2,182689433,10-14-02-03,Carte générale des lignes télégraphiques internationales,B335222107_10_14_02_03_001.jp2,,11280/c8352e17,179.4,,,,,,,,,,,,,
860,Lot 2,178728012,10-14-03-01,Planisphère des croyances religieuses et des missions chrétiennes [Ouest],B335222107_10_14_03_01_001.jp2,,11280/28a62bbd,154.1,,,,,,,,,,,,,
861,Lot 2,178728012,10-14-03-02,Planisphère des croyances religieuses et des missions chrétiennes [Est],B335222107_10_14_03_02_001.jp2,,11280/e34c8435,153.3,,,,,,,,,,,,,
862,Lot 2,175704821,10-14-03-03,Missions catholiques des pays scandinaves,B335222107_10_14_03_03_001.jp2,,11280/9d9885e7,176.9,,10.34847/nkl.a896s3j9,,,,,316.0,,,,,,
863,Lot 2,178730335,10-14-03-04,L'église catholique dans les Balkans,B335222107_10_14_03_04_001.jp2,,11280/fbe82639,180.1,,10.34847/nkl.5196j660,,,,,339.1,,,,,,
864,Lot 2,178772976,10-14-03-05,Missions catholiques aux Etats-Unis,B335222107_10_14_03_05_001.jp2,,11280/d7cbf935,189.1,,,,,,,,,,,,,
865,Lot 2,17877331X,10-14-03-06,Le Canada catholique,B335222107_10_14_03_06_001.jp2,,11280/6d35740e,146.4,,,,,,,,,,,,,
866,Lot 2,178777811,10-14-03-07,Carte des missions catholiques au Japon,B335222107_10_14_03_07_001.jp2,,11280/c2fc16fc,176.8,,,,,,,,,,,,,
867,Lot 2,178785024,10-14-03-08,Carte des missions catholiques en Chine,B335222107_10_14_03_08_001.jp2,,11280/4c819b41,179.6,,,,,,,,,,,,,
868,Lot 2,178855219,10-14-03-09,L'église catholique en Chine [Ouest],B335222107_10_14_03_09_001.jp2,,11280/8094e2da,192.3,,,,,,,,,,,,,
869,Lot 2,178855219,10-14-03-10,L'église catholique en Chine [Est],B335222107_10_14_03_10_001.jp2,,11280/89cd9ada,180.8,,,,,,,,,,,,,
870,Lot 2,178895261,10-14-03-11,Les missions catholiques dans l'Indo-Chine française,B335222107_10_14_03_11_001.jp2,,11280/b39fb30b,141.8,,,,,,,,,,,,,
871,Lot 2,178896705,10-14-03-12,"Carte des missions catholiques du Siam, de la Birmanie et du Laos",B335222107_10_14_03_12_001.jp2,,11280/997428ff,182.4,,,,,,,,,,,,,
872,Lot 2,178897272,10-14-03-13,Carte de l'Inde ecclésiastique,B335222107_10_14_03_13_001.jp2,,11280/6cbd0cd4,176.0,,,,,,,,,,,,,
873,Lot 2,178898708,10-14-03-14,Carte des missions catholiques du sud africain,B335222107_10_14_03_14_001.jp2,,11280/f3df7a68,175.3,,,11280/9ce83169,11280/f31e9bec,11280/9adb0630,11280/80ff64d1,,,,,,,
874,Lot 2,178900001,10-14-03-15,Carte des missions catholiques du Soudan français et de la côte occidentale d'Afrique,B335222107_10_14_03_15_001.jp2,,11280/24e4b46e,181.7,,,11280/2c325ce1,11280/4a8df039,11280/71b1747c,11280/37c1020f,,,,,,,
875,Lot 2,178901490,10-14-03-16,Carte des missions catholiques du centre africain,B335222107_10_14_03_16_001.jp2,,11280/9a915e8e,184.9,,,11280/b992dbf5,11280/ea92c58a,11280/cac4f4c7,11280/481fc526,,,,,,,
876,Lot 2,178902586,10-14-03-17,"Missions catholiques du nord-est de l'Afrique comprenant l'Egypte, l'Abyssinie, le Soudan et la région du Haut-Nil",B335222107_10_14_03_17_001.jp2,,11280/1dbee7f7,182.3,,,11280/c5949c3f,11280/165c0636,11280/58c4e10f,11280/5989bcda,,,,,,,
877,Lot 2,152069445,10-14-03-18,Carte des missions catholiques à Madagascar,B335222107_10_14_03_18_001.jp2,,11280/e94512c9,180.5,,,11280/ba45311e,11280/66ef02ee,11280/602d135a,11280/0a9250a4,,,,,,,
878,Lot 2,182295796,17-08-01-01,Empire colonial français,B335222107_17_03_01_01_001.jp2,,11280/433ac922,302.3,,,,,,,,,,,,,
